Symbol,Name,Industry,Cur_Month,Accum,%MoM,%YoY,%YoY_Accum,profitMargins,bookValue,priceToBook,trailingEps,forwardEps,trailingPE,forwardPE
1101,台泥 ,水泥工業類,7237930,7237930,-23.9236879310669,-1.19165005397107,-1.19165005397107,0.07316,30.398,1.0543456,1.04,1.66,30.817308,19.307228
1102,亞泥 ,水泥工業類,6490566,6490566,2.79746262869944,34.8130457738653,34.8130457738653,0.12033,47.41,0.84475845,3.06,3.23,13.088235,12.399381
1103,嘉泥 ,水泥工業類,242960,242960,-14.2329646744023,27.0598325462694,27.0598325462694,0.061279997,32.161,0.55035603,0.27,0.43,65.55556,41.162792
1104,環泥 ,水泥工業類,680762,680762,-8.31241245555436,34.9705974487388,34.9705974487388,0.29563,32.658,0.93851423,3.33,2.83,9.204205,10.830389
1108,幸福 ,水泥工業類,457149,457149,1.7039311219382,55.0177856297537,55.0177856297537,0.15227,12.364,1.2819476,1.83,,8.661202,
1109,信大 ,水泥工業類,466562,466562,-18.0263580955125,56.5591758665816,56.5591758665816,0.091479994,23.343,0.7603992,1.69,1.26,10.502958,14.087301
1110,東泥 ,水泥工業類,180539,180539,-14.5405832706135,30.9458704750024,30.9458704750024,0.12027001,15.627,1.1518526,0.47,,38.29787,
1201,味全 ,食品工業類,1822467,1822467,4.96050303627869,14.973005300525,14.973005300525,0.00674,14.608,1.3075027,0.27,,70.74074,
1203,味王 ,食品工業類,560943,560943,0.268303059119623,8.79021137700511,8.79021137700511,0.06386,23.649,2.2749376,1.72,1.78,31.279068,30.22472
1210,大成 ,食品工業類,9474385,9474385,2.20303640929606,3.0827496494415,3.0827496494415,0.03275,27.066,2.1687727,4.39,4.8,13.371299,12.229166
1213,大飲 ,食品工業類,10917,10917,209.877944933295,-65.32634587899,-65.32634587899,-0.54603,4.751,1.4965271,-1.97,,,
1215,卜蜂 ,食品工業類,2504897,2504897,4.02711543996143,5.71045622795235,5.71045622795235,0.06856,31.299,3.1087255,6.89,8.52,14.121917,11.420188
1216,統一 ,食品工業類,58667213,58667213,19.3045473257176,27.7720841082983,27.7720841082983,0.03438,22.311,3.4153554,3.39,3.92,22.477875,19.438774
1217,愛之味 ,食品工業類,462585,462585,48.4175976488555,3.26756677114308,3.26756677114308,0.03303,13.706,0.8572888,0.33,,35.60606,
1218,泰山 ,食品工業類,1102854,1102854,46.4047758435983,13.2680885764846,13.2680885764846,0.46558,24.602,0.869848,10.51,1.22,2.036156,17.540983
1219,福壽 ,食品工業類,1332025,1332025,8.49167635227205,-0.197279003310211,-0.197279003310211,0.0149300005,13.453,1.4011744,0.75,,25.133333,
1220,台榮 ,食品工業類,288895,288895,-7.86053498585512,55.7385444743935,55.7385444743935,0.02349,12.771,1.0844883,0.45,0.71,30.777779,19.507044
1225,福懋油 ,食品工業類,1283395,1283395,8.67820068032107,12.9292829745728,12.9292829745728,0.01756,14.733,3.7263288,1.15,,47.739132,
1227,佳格 ,食品工業類,3409425,3409425,15.0315597266308,37.1544462631983,37.1544462631983,0.04127,19.144,1.9640619,1.31,2.7,28.70229,13.925925
1229,聯華 ,食品工業類,1061632,1061632,-42.1776621656362,30.4575214801125,30.4575214801125,0.32272997,27.233,2.4235303,2.53,2.93,26.086956,22.525597
1231,聯華食 ,食品工業類,1113178,1113178,-4.19882836603793,7.77199363733794,7.77199363733794,0.0691,21.447,4.051849,3.08,,28.214287,
1232,大統益 ,食品工業類,2119258,2119258,5.62363687834675,3.39094680722351,3.39094680722351,0.05114,33.744,4.282243,7.52,,19.215425,
1233,天仁 ,食品工業類,208014,208014,-0.364030003736097,-0.552185075226253,-0.552185075226253,0.05016,16.1,2.1708074,1.16,,30.129313,
1234,黑松 ,食品工業類,1068204,1068204,39.990800114802,2.30281020419304,2.30281020419304,0.09147,45.776,0.8770972,2.39,,16.799164,
1235,興泰 ,食品工業類,5435,5435,-59.9070522277958,248.397435897436,248.397435897436,1.2557701,47.061,1.7849175,1.83,,45.901638,
1236,宏亞 ,食品工業類,344600,344600,57.9198210914157,56.0794438027946,56.0794438027946,0.01808,27.666,0.87652713,0.16,,151.5625,
1256,鮮活果汁-KY ,,,,,,,0.10922,114.435,2.193385,14.75,12.34,17.016949,20.340357
1301,台塑 ,塑膠工業類,17516214,17516214,16.5405290752959,21.5716869968468,21.5716869968468,0.01406,54.949,1.2884675,0.44,3.21,160.9091,22.056076
1303,南亞 ,塑膠工業類,20392952,20392952,1.12246547990838,0.508254678156956,0.508254678156956,0.02021,46.051,1.2594732,0.7,3.04,82.85715,19.078947
1304,台聚 ,塑膠工業類,4365601,4365601,-0.156411523085508,11.0395790793098,11.0395790793098,0.01196,22.308,0.8046441,0.61,0.98,29.42623,18.316326
1305,華夏 ,塑膠工業類,1068566,1068566,4.85872668055538,-16.374550007826,-16.374550007826,0.02345,16.619,1.1974247,0.56,1.25,35.535713,15.92
1307,三芳 ,塑膠工業類,999146,999146,32.5874664101118,26.4749776897322,26.4749776897322,0.06756,22.975,1.1730142,1.7,1.06,15.8529415,25.42453
1308,亞聚 ,塑膠工業類,578883,578883,-7.72228837591878,27.5148522048668,27.5148522048668,0.07551,23.023,0.94036394,0.95,0.98,22.789474,22.091835
1309,台達化 ,塑膠工業類,1347661,1347661,-2.09808345840519,36.7366113055239,36.7366113055239,-0.01353,17.268,0.94683814,-0.5,-0.21,,-77.85715
1310,台苯 ,塑膠工業類,888073,888073,6.17205871979934,50.5821011937059,50.5821011937059,-0.047259998,12.043,1.1666528,-0.85,0.26,,54.038464
1312,國喬 ,塑膠工業類,1255645,1255645,2.18581591912668,-2.334370675849,-2.334370675849,-0.08254,34.618,0.40585822,-1.43,0.66,,21.287878
1313,聯成 ,塑膠工業類,7030314,7030314,5.39543560701462,95.1998529541609,95.1998529541609,-0.00722,22.794,0.6361323,-0.38,-0.96,,-15.104167
1314,中石化 ,塑膠工業類,2914717,2914717,3.29491381745255,155.322837363271,155.322837363271,-0.1308,20.514,0.45432386,-0.79,1.74,,5.356322
1315,達新 ,塑膠工業類,157379,157379,2.40228516400216,-34.8238061515652,-34.8238061515652,0.17708999,110.055,0.6524011,4.27,,16.81499,
1316,上曜 ,建材營造類,79217,79217,46.2944837393119,66.9659605859416,66.9659605859416,-0.11545999,11.769,1.843827,-0.62,7.22,,3.0055404
1319,東陽 ,汽車工業類,2288389,2288389,7.15834683901493,52.7456163185753,52.7456163185753,0.11347,42.058,2.3681583,4.34,5.84,22.949308,17.054794
1321,大洋 ,塑膠工業類,412854,412854,20.0219778941921,4.13588358888858,4.13588358888858,0.01648,26.112,1.3805913,0.37,,97.43243,
1323,永裕 ,塑膠工業類,278381,278381,10.3617925500706,14.5577251496883,14.5577251496883,0.03648,26.91,1.1557043,0.92,3.38,33.804348,9.201183
1324,地球 ,塑膠工業類,72862,72862,9.54056166937278,17.5041930073539,17.5041930073539,0.04571,12.946,1.2668005,0.57,,28.771929,
1325,恆大 ,塑膠工業類,45458,45458,17.7912520729685,29.5653413139518,29.5653413139518,0.06196,32.239,1.0267068,0.33,,100.303024,
1326,台化 ,塑膠工業類,28185400,28185400,-1.7725610344093,10.1983283715792,10.1983283715792,0.0028,57.244,0.97302777,0.16,2.33,348.125,23.90558
1337,再生-KY ,,,,,,,-0.58722,17.093,0.45340195,-1.56,,,
1338,廣華-KY ,,,,,,,-0.02592,74.538,0.5051115,-1.96,8.62,,4.3677497
1339,昭輝 ,汽車工業類,211749,211749,37.8843524125806,52.7120489834775,52.7120489834775,0.16033001,51.614,1.4182198,4.34,3.21,16.866358,22.803738
1340,勝悅-KY ,,,,,,,-0.70721,28.344,0.3845611,-2.61,,,
1341,富林-KY ,,,,,,,0.095419995,25.234,2.445114,4.87,,12.669405,
1342,八貫 ,其他類,179937,179937,-22.8632057272688,-29.8239524507816,-29.8239524507816,0.20612,29.624,4.4558463,7.68,9.49,17.1875,13.909379
1402,遠東新 ,紡織纖維類,23067562,23067562,0.755347498985351,21.8244567504668,21.8244567504668,0.02257,40.656,0.78340226,1.14,1.66,27.938597,19.186749
1409,新纖 ,紡織纖維類,3663243,3663243,9.76893718175338,31.7821863743452,31.7821863743452,0.01777,22.208,0.7182096,0.42,,37.976192,
1410,南染 ,紡織纖維類,18779,18779,-7.62911952779144,13.4134557313685,13.4134557313685,0.13934,17.069,2.155955,0.6,,61.33333,
1413,宏洲 ,紡織纖維類,232913,232913,72.2563658819788,85.2765470006603,85.2765470006603,-0.0552,8.468,1.074634,-0.88,,,
1414,東和 ,紡織纖維類,46819,46819,-2.29146232026212,33.0501008837989,33.0501008837989,0.02696,14.039,1.3818648,0.06,,323.33334,
1416,廣豐 ,其他類,30430,30430,5.64504929870851,66.1842608268254,66.1842608268254,0.24359,19.76,0.6174089,0.34,,35.88235,
1417,嘉裕 ,紡織纖維類,96641,96641,-49.0623221100124,-14.2097507279313,-14.2097507279313,0.039419997,14.018,0.8524754,-0.45,,,
1418,東華 ,紡織纖維類,283,283,-89.0860007713074,-92.1345191773207,-92.1345191773207,1.10762,21.261,1.3310757,0.53,,53.39623,
1419,新紡 ,紡織纖維類,262255,262255,-11.6825954887421,-0.806393657781963,-0.806393657781963,0.19715999,41.586,1.0881066,2.16,,20.949074,
1423,利華 ,紡織纖維類,12357,12357,60.3971962616822,46.3405968735197,46.3405968735197,0.44762,30.737,1.0134366,0.61,,51.06557,
1432,大魯閣 ,運動休閒類,102758,102758,-6.18192442184262,-17.3286563633877,-17.3286563633877,0.048060004,8.744,2.5617564,0.68,,32.941177,
1434,福懋 ,紡織纖維類,2377190,2377190,6.87813988452509,-3.59097940004883,-3.59097940004883,0.027679998,32.436,0.72450364,0.49,0.96,47.959183,24.479168
1435,中福 ,其他類,604,604,-3.36,-18.1571815718157,-18.1571815718157,,7.017,7.025794,-2.81,,,
1436,華友聯 ,建材營造類,2463,2463,22.2332506203474,75.6776034236805,75.6776034236805,0.067150004,28.663,3.2690227,0.46,2.87,203.69565,32.648083
1437,勤益控 ,其他類,53321,53321,-8.07199627605469,3.31524898275528,3.31524898275528,0.65475,36.753,0.85027075,2.8,,11.160714,
1438,三地開發 ,建材營造類,0,0,,-100,-100,-0.10186,20.918,2.232527,-0.62,,,
1439,雋揚 ,建材營造類,5949,5949,-69.1777628102171,-86.7452430818591,-86.7452430818591,0.4302,26.212,0.9499466,1.22,,20.409836,
1440,南紡 ,紡織纖維類,1454810,1454810,11.0575895447189,4.50613146792464,4.50613146792464,-0.04567,16.317,0.9346081,-0.56,0.21,,72.61905
1441,大東 ,紡織纖維類,83230,83230,11.0044145694128,-6.68968687287689,-6.68968687287689,-0.28699,6.587,2.1253986,-5.73,,,
1442,名軒 ,建材營造類,904364,904364,-27.8095257861324,7063.27920792079,7063.27920792079,0.30768,15.625,2.48,2.03,,19.08867,
1443,立益物流 ,其他類,78537,78537,19.0116834113743,47.7120126389437,47.7120126389437,0.20602,13.647,2.088371,1.2,,23.75,
1444,力麗 ,紡織纖維類,725906,725906,38.6655816494554,1.84952379883377,1.84952379883377,-0.03196,11.135,0.9025595,-0.29,0.07,,143.57143
1445,大宇 ,紡織纖維類,97975,97975,-18.7953784437887,-14.591197161612,-14.591197161612,0.037890002,13.394,1.9449006,0.43,,60.581394,
1446,宏和 ,紡織纖維類,47370,47370,-86.5363025281737,516.395575797007,516.395575797007,-0.34342998,10.052,3.4619975,-0.36,,,
1447,力鵬 ,紡織纖維類,4719844,4719844,106.192443321416,45.4034957141519,45.4034957141519,-0.015240001,11.073,0.74686176,-0.52,0.36,,22.972223
1449,佳和 ,紡織纖維類,431567,431567,105.417124797114,204.445698564425,204.445698564425,0.01708,19.896,1.1082629,0.51,,43.235294,
1451,年興 ,紡織纖維類,536487,536487,-1.53238772768319,-3.8567547418675,-3.8567547418675,-0.04232,34.4,0.54941857,-1.44,,,
1452,宏益 ,紡織纖維類,112920,112920,-10.871864492399,65.2254071375269,65.2254071375269,0.0150999995,19.974,0.8310804,0.13,1.98,127.692314,8.383839
1453,大將 ,建材營造類,115,115,-99.9433857302502,101.754385964912,101.754385964912,4.97222,12.911,1.1579273,0.03,,498.33334,
1454,台富 ,紡織纖維類,124338,124338,3.88770522621882,25.0281554179068,25.0281554179068,0.017,13.078,1.2425448,0.22,,73.86364,
1455,集盛 ,紡織纖維類,804846,804846,4.00354584268037,83.8614173516149,83.8614173516149,-0.052410003,11.775,1.0445861,-0.72,0.72,,17.083332
1456,怡華 ,建材營造類,34485,34485,-48.1366179390002,39.1421885087153,39.1421885087153,0.047199998,16.978,1.3517493,0.66,,34.772728,
1457,宜進 ,紡織纖維類,319900,319900,40.0754016385188,51.1729013477497,51.1729013477497,0.01498,22.138,0.83340865,0.22,0.54,83.86364,34.166668
1459,聯發 ,紡織纖維類,153764,153764,4.73388096503058,111.854505373381,111.854505373381,0.091129996,8.842,1.1083466,0.31,0.07,31.612904,140
1460,宏遠 ,紡織纖維類,683527,683527,-2.10645413077259,11.32814854025,11.32814854025,-0.02261,9.666,0.7500517,-0.27,0.65,,11.153847
1463,強盛 ,紡織纖維類,24283,24283,-7.10405508798776,0.889110474053762,0.889110474053762,0.33134997,13.313,1.378352,0.81,,22.654322,
1464,得力 ,紡織纖維類,905992,905992,-2.65582189941013,22.935219623131,22.935219623131,0.0025,12.771,1.0570824,0.06,1.06,225,12.735849
1465,偉全 ,紡織纖維類,47181,47181,-20.930115635998,46.5794706101653,46.5794706101653,0.13106,15.779,0.92528045,0.83,,17.590363,
1466,聚隆 ,紡織纖維類,208323,208323,-8.94337016574586,57.4423543460024,57.4423543460024,-0.089420006,13.096,1.0117593,-1.89,,,
1467,南緯 ,紡織纖維類,467317,467317,23.8532790904152,27.8723020007881,27.8723020007881,-0.04818,12.446,0.8838181,-0.99,,,
1468,昶和 ,紡織纖維類,103202,103202,2.55182145199436,-8.05894091654194,-8.05894091654194,-0.04479,7.851,1.872373,-0.33,,,
1470,大統新創 ,紡織纖維類,71331,71331,35.6334734079976,23.0226622055121,23.0226622055121,0.076519996,11.488,1.7540041,0.56,,35.982143,
1471,首利 ,電子零組件業類,24544,24544,3.41718282560148,86.292220113852,86.292220113852,-0.22691,9.718,1.7030252,-0.39,,,
1472,三洋實業 ,建材營造類,201234,201234,-21.1190422992345,229.853951185929,229.853951185929,0.05373,32.306,2.3617904,3.27,,23.333334,
1473,台南 ,紡織纖維類,780692,780692,23.6728046941336,-3.49138064244964,-3.49138064244964,0.04587,25.74,1.1013986,2.06,1.42,13.762136,19.96479
1474,弘裕 ,紡織纖維類,260413,260413,-1.01451258542964,79.3552075154621,79.3552075154621,-0.0087,15.348,0.80792284,-0.17,,,
1475,業旺 ,紡織纖維類,148039,148039,11.987018979825,44.2214580065662,44.2214580065662,0.20950001,22.061,2.2981732,4.06,,12.487685,
1476,儒鴻 ,紡織纖維類,2629261,2629261,-1.94885736447985,24.971469502431,24.971469502431,0.16812,93.563,5.899768,16.64,26.97,33.173077,20.467186
1477,聚陽 ,紡織纖維類,2754588,2754588,-14.8598175903981,15.3749786911798,15.3749786911798,0.12156,62.627,5.915979,15.87,17.97,23.345936,20.617697
1503,士電 ,電機機械類,3907628,3907628,39.2388383638805,23.7196425846316,23.7196425846316,0.0719,61.201,3.0146565,4.45,6.81,41.460674,27.092512
1504,東元 ,電機機械類,4907676,4907676,-2.75006801801739,8.50044824609208,8.50044824609208,0.09558,37.431,1.3023964,2.73,3.13,17.857143,15.575079
1506,正道 ,電機機械類,89592,89592,-2.49232711521299,-3.41214140172709,-3.41214140172709,0.08936,8.994,1.8289971,0.38,,43.289474,
1512,瑞利 ,汽車工業類,88851,88851,0.0349020490880432,-34.2983273437153,-34.2983273437153,-0.039330002,3.874,2.8007228,-4.09,,,
1513,中興電 ,電機機械類,1942911,1942911,-3.61655390824749,9.40294675103974,9.40294675103974,0.07327,29.874,5.590145,3.15,8.16,53.015873,20.465687
1514,亞力 ,電機機械類,647456,647456,-48.266552033003,22.8739464859459,22.8739464859459,0.06641,16.967,6.335829,2.33,3.08,46.13734,34.9026
1515,力山 ,電機機械類,816161,816161,-4.69550615853858,265.748740746052,265.748740746052,0.00575,20.077,2.370872,1.69,3.1,28.165678,15.354838
1516,川飛 ,其他類,128805,128805,220.857413312076,-35.2087525150905,-35.2087525150905,0.030380001,11.495,1.5224011,0.92,,19.021738,
1517,利奇 ,電機機械類,138747,138747,-13.5559639886608,-14.4044270062185,-14.4044270062185,-0.013049999,16.963,0.9579674,-0.14,6.6,,2.4621212
1519,華城 ,電機機械類,674596,674596,-73.8021683047852,266.590406425423,266.590406425423,0.17711,18.896,27.942421,7.42,15.54,71.15903,33.976833
1521,大億 ,汽車工業類,413868,413868,16.7657423055329,7.69202746762354,7.69202746762354,0.018170001,24.083,1.7792633,1.14,5.51,37.58772,7.7767687
1522,堤維西 ,汽車工業類,1844245,1844245,26.6580453573356,23.0021475829687,23.0021475829687,0.05047,28.043,1.8257676,2.93,1.88,17.474403,27.234043
1524,耿鼎 ,汽車工業類,250659,250659,-0.391425982737518,71.4575937288379,71.4575937288379,0.11963,16.057,2.204646,1.86,1.13,19.032259,31.327435
1525,江申 ,汽車工業類,108389,108389,-12.4504252724086,-14.0029197543598,-14.0029197543598,0.22990999,65.49,1.1253626,5.18,5.84,14.227799,12.619863
1526,日馳 ,電機機械類,54200,54200,34.0190890658227,-51.4632661102554,-51.4632661102554,0.1455,23.439,1.3460472,4.1,,7.695122,
1527,鑽全 ,電機機械類,307345,307345,62.8455922091409,12.4590643809803,12.4590643809803,0.14218001,33.839,1.2116197,2.87,4.05,14.285715,10.123456
1528,恩德 ,電機機械類,266606,266606,-37.7234291053492,-5.7802814512196,-5.7802814512196,0.01627,12.763,1.1204263,0.33,,43.333332,
1529,樂事綠能 ,電機機械類,33602,33602,-69.5515463450438,-34.9227253360189,-34.9227253360189,0.15427,11.351,3.0217602,0.62,,55.32258,
1530,亞崴 ,電機機械類,98383,98383,-41.0904932128593,-39.7532149418249,-39.7532149418249,0.08891,34.149,0.9502475,2.31,1.68,14.04762,19.315477
1531,高林股 ,電機機械類,145106,145106,43.2325186559798,37.2887770355933,37.2887770355933,0.00159,19.353,0.6923991,0.15,0.94,89.33333,14.255319
1532,勤美 ,電機機械類,1344899,1344899,-48.8129419734949,65.684680223032,65.684680223032,0.05163,34.756,1.1192312,1.93,,20.155441,
1533,車王電 ,汽車工業類,244418,244418,19.4199471346698,-10.6874803592701,-10.6874803592701,-0.02855,25.949,1.9731011,-1.16,,,
1535,中宇 ,電機機械類,755860,755860,-41.0423551857627,19.2149910651057,19.2149910651057,0.050040003,28.526,2.3452291,4.48,,14.933036,
1536,和大 ,汽車工業類,511903,511903,6.38957184631276,2.8254227789417,2.8254227789417,0.07215,31.541,1.73108,1.77,2.28,30.847458,23.947369
1537,廣隆 ,電機機械類,630244,630244,12.2469188573057,28.6480042784416,28.6480042784416,0.09234,50.381,2.6696572,7.02,13.53,19.159544,9.940872
1538,正峰 ,電機機械類,7231,7231,-20.0022126341409,-53.6949282786885,-53.6949282786885,-0.10557,4.275,5.2397656,-0.32,,,
1539,巨庭 ,電機機械類,156669,156669,19.0385375193751,72.7827161038446,72.7827161038446,0.071550004,23.584,1.0261195,1.8,2.3,13.444446,10.52174
1540,喬福 ,電機機械類,59190,59190,-7.5676182147542,-11.5034985945817,-11.5034985945817,0.17879,16.554,1.0903708,1.03,1.42,17.524271,12.711267
1541,錩泰 ,電機機械類,286343,286343,-20.8148512770594,40.4199706746306,40.4199706746306,-0.0092400005,24.143,1.3357909,-0.35,4.85,,6.6494846
1558,伸興 ,電機機械類,697791,697791,15.1616624554605,38.0564222388854,38.0564222388854,0.02945,81.273,1.2673335,3.28,13.97,31.40244,7.372942
1560,中砂 ,電機機械類,545065,545065,6.0474880443284,15.876849290897,15.876849290897,0.13925,40.897,6.235176,5.84,9.4,43.664383,27.12766
1568,倉佑 ,汽車工業類,136061,136061,113.529504080352,20.5541231404446,20.5541231404446,0.207,17.789,1.9422115,1.26,2.88,27.420635,11.996527
1582,信錦 ,電子零組件業類,770494,770494,9.32171766258274,53.3458717696112,53.3458717696112,0.058819998,46.698,1.7880851,3.45,5.95,24.202898,14.033614
1583,程泰 ,電機機械類,300294,300294,-43.8358470239698,8.0617940127604,8.0617940127604,0.11708,48.574,1.4534523,5.72,3.85,12.342657,18.337662
1587,吉茂 ,汽車工業類,185270,185270,8.62962615507294,1.24043715846995,1.24043715846995,0.02693,20.448,1.2152778,0.86,0.74,28.89535,33.58108
1589,永冠-KY ,,,,,,,-0.00964,77.096,0.7925184,-0.79,2.8,,21.821428
1590,亞德客-KY ,,,,,,,0.22997,207.922,5.5790153,33,47.93,35.151516,24.201962
1597,直得 ,電機機械類,81027,81027,-11.4990989022992,-22.088673929557,-22.088673929557,0.09122,27.156,2.3972602,1.12,5.27,58.125,12.352941
1598,岱宇 ,運動休閒類,634938,634938,-22.4404687740489,-19.7087990045448,-19.7087990045448,-0.02293,29.622,1.0482074,-1.28,8.24,,3.768204
1603,華電 ,電器電纜類,467824,467824,61.0215636670281,85.3876971971357,85.3876971971357,0.10594,38.14,0.972732,2.48,,14.959677,
1604,聲寶 ,電器電纜類,1014232,1014232,64.3050385072722,2.32251256291546,2.32251256291546,0.07718,22.334,1.2984687,1.88,,15.425532,
1605,華新 ,電器電纜類,13548978,13548978,-1.72124825025239,-10.6418483324115,-10.6418483324115,0.02705,34.929,1.0435455,1.32,2.05,27.613636,17.780489
1608,華榮 ,電器電纜類,966051,966051,36.0045219820134,22.0673786466652,22.0673786466652,0.08592,17.422,1.2771208,1.94,,11.469071,
1609,大亞 ,電器電纜類,2332994,2332994,-15.539228925119,35.535643119152,35.535643119152,0.111619994,19.622,1.8830905,4.08,2.05,9.056373,18.024391
1611,中電 ,電器電纜類,120297,120297,-7.67264801142033,14.5543885042804,14.5543885042804,0.097770005,13.282,1.2723987,0.42,,40.238094,
1612,宏泰 ,電器電纜類,405580,405580,-46.2644249241491,-6.63164413299661,-6.63164413299661,0.09340999,22.949,1.1699857,1.85,,14.513514,
1614,三洋電 ,電器電纜類,475269,475269,17.1291264648257,-4.22848829125466,-4.22848829125466,0.05491,21.195,1.8282614,1.21,,32.02479,
1615,大山 ,電器電纜類,294015,294015,-49.0349196994254,41.8040021414206,41.8040021414206,0.09573,15.863,3.1173172,2.57,,19.241245,
1616,億泰 ,電器電纜類,321249,321249,-12.0877346614854,22.178104854812,22.178104854812,0.02414,9.166,1.5601134,0.5,,28.6,
1617,榮星 ,電器電纜類,263384,263384,8.65273154049561,73.5529783869267,73.5529783869267,0.01785,13.517,1.2650737,0.3,,57,
1618,合機 ,電器電纜類,257336,257336,-23.4968323854768,69.4371102931978,69.4371102931978,0.07783,24.691,1.4114454,1.61,,21.645962,
1626,艾美特-KY ,,,,,,,-0.013660001,21.097,0.7749917,-0.75,,,
1701,中化 ,生技醫療類,891625,891625,19.8604356043802,18.3421153922727,18.3421153922727,0.03679,24.688,0.96200585,1.05,,22.61905,
1702,南僑 ,食品工業類,2062120,2062120,-2.12219205052517,25.3426664219122,25.3426664219122,0.03434,38.91,1.4135184,3.08,3.98,17.857143,13.819096
1707,葡萄王 ,生技醫療類,789501,789501,-34.0850439613377,18.4844514679597,18.4844514679597,0.13659,67.359,2.301103,9.73,11.37,15.930114,13.632366
1708,東鹼 ,化學工業類,464607,464607,-17.4156794084449,6.76129352479302,6.76129352479302,-0.01239,26.054,1.2032701,-0.33,,,
1709,和益 ,化學工業類,804814,804814,-2.03342831997799,8.86074237190013,8.86074237190013,0.053590003,16.812,1.2342374,1.09,,19.036697,
1710,東聯 ,化學工業類,2111069,2111069,17.8345168496177,36.6916774259552,36.6916774259552,0.04618,14.147,1.3395066,1.09,0.24,17.38532,78.958336
1711,永光 ,化學工業類,705432,705432,8.87472412143287,27.6945606467344,27.6945606467344,0.01856,15.25,1.4032787,0.26,,82.30769,
1712,興農 ,化學工業類,1760419,1760419,20.1904702083921,-6.30801466569236,-6.30801466569236,0.05509,20.222,2.0571654,2.5,1.48,16.64,28.108107
1713,國化 ,化學工業類,44123,44123,6.2718273561502,67.7935807727411,67.7935807727411,0.83579004,18.417,2.3347993,2.47,,17.408907,
1714,和桐 ,化學工業類,1706491,1706491,-8.08371993314557,7.85517182971118,7.85517182971118,0.02506,12.451,0.72684926,0.52,,17.403847,
1717,長興 ,化學工業類,3850564,3850564,6.47193727868833,56.1959960457778,56.1959960457778,0.03325,21.265,1.502469,1.23,1.54,25.97561,20.746754
1718,中纖 ,化學工業類,3845901,3845901,30.6226677258946,21.3331276358928,21.3331276358928,-0.03455,15.918,0.48561376,-0.98,,,
1720,生達 ,生技醫療類,642231,642231,27.6415476834038,30.1361480181639,30.1361480181639,0.13611001,28.193,2.3551946,4.74,,14.00844,
1721,三晃 ,化學工業類,194153,194153,17.7605521892874,16.5734013809667,16.5734013809667,-0.10267,11.722,1.3777512,-1.28,,,
1722,台肥 ,化學工業類,1308240,1308240,52.0321858636006,12.7355767159292,12.7355767159292,0.26444,55.82,1.1949122,4.28,2.91,15.58411,22.920961
1723,中碳 ,化學工業類,512792,512792,-23.6339375599411,-23.6947325033072,-23.6947325033072,0.17262,35.384,3.151142,6.17,6.27,18.071312,17.783094
1725,元禎 ,化學工業類,709799,709799,17.9175838324099,32.1342939052087,32.1342939052087,0.03286,23.613,1.463177,1.38,,25.036232,
1726,永記 ,化學工業類,906449,906449,3.93007342588389,18.276857794903,18.276857794903,0.08846,59.975,1.2721969,5.17,,14.758221,
1727,中華化 ,化學工業類,132069,132069,3.97578315055228,-1.37406746372537,-1.37406746372537,0.05805,15.616,2.0011528,0.15,,208.33333,
1730,花仙子 ,化學工業類,323292,323292,51.6393211943827,5.28592038715434,5.28592038715434,0.08493,28.381,1.987245,3.65,,15.452055,
1731,美吾華 ,生技醫療類,183317,183317,57.3955301410676,53.438015283788,53.438015283788,0.13,15.22,1.6392905,1.27,1.1,19.64567,22.681818
1732,毛寶 ,化學工業類,57419,57419,17.9592004437414,26.4512861169838,26.4512861169838,-0.00679,11.326,2.6399434,-0.09,,,
1733,五鼎 ,生技醫療類,191549,191549,74.5321184510251,35.7627346889596,35.7627346889596,0.08099,17.811,1.8303294,1.43,1.91,22.797203,17.068062
1734,杏輝 ,生技醫療類,303726,303726,23.0018466921532,32.826911218693,32.826911218693,0.09291001,18.048,1.8533909,1.65,,20.272728,
1735,日勝化 ,化學工業類,231312,231312,20.5962243296647,80.398212489179,80.398212489179,0.03113,15.043,1.1899222,0.74,0.86,24.189188,20.813953
1736,喬山 ,運動休閒類,2267631,2267631,-59.6962400674967,9.94686491353366,9.94686491353366,0.01602,31.28,2.116368,1.96,4.88,33.77551,13.565573
1737,臺鹽 ,食品工業類,337703,337703,29.3544210703725,5.43696474121809,5.43696474121809,0.11147001,32.595,1.0645804,1.94,,17.886599,
1752,南光 ,生技醫療類,223849,223849,59.9081336705099,35.6471522151458,35.6471522151458,0.17672001,23.883,2.0705104,3.9,3.12,12.679487,15.8493595
1760,寶齡富錦 ,生技醫療類,149250,149250,8.51546481699603,65.8093830891094,65.8093830891094,-0.02678,22.026,4.6081905,-0.58,4.79,,21.18998
1762,中化生 ,生技醫療類,71704,71704,-39.0412065257126,-72.7247137586063,-72.7247137586063,0.13356,42.676,1.1622458,3.7,5.09,13.405405,9.7445965
1773,勝一 ,化學工業類,941233,941233,7.05281822700271,27.4255976757693,27.4255976757693,0.15755999,33.242,4.9786415,6.28,,26.353502,
1776,展宇 ,化學工業類,108440,108440,17.8311420189069,4.81750695948036,4.81750695948036,0.00247,16.11,1.1018001,0.05,1.28,355,13.8671875
1783,和康生 ,生技醫療類,51182,51182,8.13403194456182,18.3426206386275,18.3426206386275,0.30021,15.395,3.0269566,2.14,,21.7757,
